text	label
pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion . 	1
"in "" the hill "" , director kurt burk brings us on a voyage through dreams of a lost childhood , to the emptiness of a normal , conditioned life , into a fantastic , surreal dream world that echoes of the past . "	0
tor loves jessica but his life has got stuck in a rut . 	0
two young mormon missionaries wake up to find themselves evicted from the house , where they had been renting rooms from a now deceased widow . 	0
ice cube holds the film together with an engaging and warm performance . . . 	1
the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film's producers ) do everything he can to look like a good guy . 	1
'wheatfield with crows' takes the life of vincent van gogh and sets it in the modern day music industry . 	0
an operatic , sprawling picture that's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . 	1
writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half . '	1
unable to resist the sexual lure of the maenads' holy eroticism , pentheus attempts to join in only to be torn , literally limb from limb , by the frenzied bacchae . 	0
when her niece spontaneously dies of fright one week to the day she watched a disturbing video , a cynical journalist ( naomi watts ) travels to the pacific northwest in search of the tape's origins and its links to a string of suicides at a horse ranch . 	0
a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard's finest work . 	1
will amuse and provoke adventurous adults in specialty venues . 	1
if [jaglom's] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing . 	1
trapped presents a frightening and compelling 'what if ? ' scenario that will give most parents pause . . . . then , something terrible happens . 	1
nicholas is immediately drawn to this gruesome bobby , and begins to secretly take care of the creature . 	0
not only an exuberant portrayal of hip-hop's self-healing , it's a compelling meditation on the future of making music in america . 	1
impossible as it may sound , this film's heart is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition . 	1
a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . 	1
a canny franchise escapade ; it gets the job done . 	1
the corpse count ultimately overrides what little we learn along the way about vicarious redemption . 	1
even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch . 	1
a young novelist , tormented by his family's history and haunted by the specter of his long-dead , more famous ancestor , falls in love with a woman , a distant relative of his ancestor , whose friends and family begin to disappear mysteriously . 	0
all the well-meaningness in the world can't erase the fact that the believer feels like a 12-step program for the jewish nazi . 	1
it is one of the last true medieval maximum-security penal farms in the country . 	0
" "" new suit "" is a contemporary update of the fairy tale "" the emperor's new clothes . "" "	0
you wouldn't want to live waydowntown , but it is a hilarious place to visit . 	1
the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . 	1
what's the most positive thing that can be said about the new rob schneider vehicle ? well , it's not as pathetic as the animal . 	1
but convincing his lifelong friend is just the beginning . 	0
kilo is now a free man and a new father with a drug franchise covering both coasts . 	0
the beatle fan is a drama about albert , a psychotic prisoner who is a devoted fan of john lennon and the beatles . 	0
they have a son , jai , who is loved by everyone and who keeps the house alive . 	0
america's best player is being pulled in to the ultimate cyber-terror . 	0
tyrone gets two men to lift the machine onto the cart , and starts a trek through the city streets , to the cemetery , where the machine ( stripped of its candy and money by street thugs ) acts as a birthday present to his dead brother . 	0
despite their many differences , they form a loving , long term relationship . 	0
there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted . 	1
often moving and explores the discomfort inherent in the contacts between the american 'hosts' and their 'guests . '	1
they follow leads , informants turn up dead , nick's wife is unhappy he's back on the street , henry's protective of the dead cop's wife . 	0
though everything might be literate and smart , it never took off and always seemed static . 	1
gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up . 	1
he then begins his official duties as development chief of mepe by assessing the needs of the schools and hospitals . 	0
yet , just beneath the surface , there is an insecurity and fear they cannot face . 	0
there's no denying how nice it is to see veteran actors bob hoskins , michael caine and helen mirren interacting with each other on screen . 	1
now even that joy will be stripped away as his son prepares to place him in a nursing home . 	0
it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere . 	1
like being invited to a classy dinner soiree and not knowing anyone . you leave the same way you came -- a few tasty morsels under your belt , but no new friends . 	1
the chateau cleverly probes the cross-cultural differences between gauls and yanks . 	1
the word in las vegas is that he is dead . 	0
impressed by his extravagant lifestyle and prowess , his young son kilo yearns to follow in his footsteps . 	0
triple x is a double agent , and he's one bad dude . when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed . 	1
the plot convolutions ultimately add up to nothing more than jerking the audience's chain . 	1
while mitchell gets ready for school , his mother and her friend ( lisa ) plan a murder , business as usual . 	0
this doesn't go down well with his superiors and they decide that rajput is now a liability to the bank and they sack him . 	0
the film culminates with the band's arrival on the u . s . stage at wolf trap national park . 	0
in an attempt to make a new identity for himself , dizzy gets himself expelled from his high school , learns the technics of being cool from a prison inmate , and enrolls at a new high school under the alias gil harris , to make new friends where he soon gains respect from the jocks and geeks alike . 	0
he gives t-mon the gun , while t-mon tries to get the trick right . 	0
as the story unfolds , the real intentions of the little devil become clear . 	0
abandoned and filled with a mysterious past , holy angel school for girls is about to reveal its secrets of betrayal , jealousy , and vengeance . 	0
birot's directorial debut ( she co-wrote the script with christophe honor� ) isn't so much bad as it is bland . 	1
" "" juwanna mann ? "" no thanks . wewannour money back , actually . "	1
set during the cull of the stray dogs in the city of bucharest , the wild dogs weaves together a week in the lives of several citizens of and visitors to the hauntingly beautiful city . 	0
it's incredibly enjoyable to watch derrida pick apart , and fight against , the very process and premise of making a film about someone , particularly him . 	1
"the film is based on the true story of telecommunications genius walter l . shaw sr . and his son walter t . shaw jr . , the confessed "" dinner time burglar . "" "	0
sex with strangers will shock many with its unblinking frankness . but what is missing from it all is a moral . what is the filmmakers' point ? why did they deem it necessary to document all this emotional misery ? 	1
he indeed is douglas ( timothy bottoms ) , a perfect look-a-like . 	0
the movie is engaging and well acted , though , and the pink panther-style credits and background music are worth the price of admission . 	1
a voice which seems to be coming from within the walls . 	0
a charming , vibrant , if under-edited adaptation of v . s . naipaul's genially cynical novel . 	1
documentary about brazil's best surfers , doing their thing on the best beaches around the world , located in hawaii , indonesia , brazil , south africa and california . 	0
documentary and drama carry spielrein's life into the cross-hairs of warring ideologies ( communism , national socialism ) . 	0
this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese's best in more than a decade . 	1
the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . 	1
uno de los policiales m�s interesantes de los �ltimos tiempos . 	1
on the case , he soon deducts that the killer , who staged the murder to look like a random robbery , may actually be a serial killer terry was trailing for years in the fbi . 	0
�a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason . 	1
the last executioners of germany , the former east germany , france , hungary , yugoslavia and romania have faced the camera . 	0
in 8 minutes we go into the life of a little boy who tries to get away with not doing his task . 	0
granted , much of the marlovian argument is patently ridiculous ( was ben johnson really part of a massive cover-up ? ) but it's good fun . 	1
the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving . 	1
what makes how i killed my father compelling , besides its terrific performances , is fontaine's willingness to wander into the dark areas of parent-child relationships without flinching . 	1
thousands of refugees of jewish origin crowded into shelters in vienna and bratislava in the hope of embarking in the few boats available to escape , down the danube and out to palestine , from the nazi fury . 	0
they threw loads of money at an idea that should've been so much more even if it was only made for teenage boys and wrestling fans . 	1
with all this going on , gerry's estranged wife margaret is worried for her daughter's safety and finds herself another target in the race to find the code . 	0
one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken . 	1
the story starts with phillips and a cohort robbing a store and injuring a salesperson . 	0
a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics aren't likely to enter the theater . 	1
standard story of a biker gang taking over a town is not saved by the presence of lou diamond phillips as the head biker or sean patrcik flanery as the avenging townsperson who takes on the gangs with the help of an old codger ( robert forster ) . 	0
neither as scary-funny as tremors nor demented-funny as starship troopers , the movie isn't tough to take as long as you've paid a matinee price . 	1
when the movie mixes the cornpone and the cosa nostra , it finds a nice rhythm . 	1
things turn dark as racism , paranoia , and the mistress come into play . 	0
"ray finds himself feeling cursed , trapped , and miserable as a parade of "" injured "" clients constantly pressure him for their money , most of which is not deserved . "	0
a thoroughly unoriginal , but fast-paced and entertaining genre b-flick	1
amitabh can't believe the board of directors and his mind is filled with revenge and what better revenge than robbing the bank himself , ironic as it may sound . 	0
stands paralyzed , and she is only saved by the intervention of the experienced climber , lasse . 	0
for daredevil justice is blind--and for the guilty , there's hell to pay . 	0
a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats . 	1
suddenly , patricia becomes suspicious that this arrogant man can't be her beloved husband . 	0
every defiantly over-the-top action scene -- from high-stakes car chases to fearsome drug busts -- seizes your adrenal gland and milks it like an epileptic farmer . 	1
the film's sharp , often mischievous sense of humor will catch some off guard . . . 	1
a blind girl gets a cornea transplant so that she would be able to see again . 	0
former criminal investigator , major korenev , nicknamed fox is released from prison . 	0
hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship . 	1
miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet . 	1
 . . . the movie just seemed to be trying too hard to be something different . . 	1
it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises played a crucial role . 	1
"while "" real women have curves "" suffers from an obvious and simplistic screenplay , it's a bright looking , well-acted charmer . "	1
worthless , from its pseudo-rock-video opening to the idiocy of its last frames . 	1
this startling film provides a gritty look into american politics in the new south . 	0
leela is a true reflection of how the south asian-american community is beginning to emerge , blend , and influence the mainstream american culture in its own exquisite ways . 	0
partnered with the sassy , stunning sistah girl , our hero must first undergo the ultimate attitude adjustment and trade in his 'fro and platforms for tennis sweaters and penny loafers . 	0
while some of the subplots are very sketchy and the motivations of some of the characters are not clear , it is a journey worth taking because of the wondrous imagery . 	1
this crafty little mystery/thriller deserves a wider audience -- if for no other reason than its attention to period detail , its subtlety and its emphasis on mood . 	1
she calls on a fairy godmother to grants her three wishes . 	0
majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . 	1
nikola , the director , and his friends have to make the choice - whether to compromise with their consciences and their art , ( as normally happens here in the balkans ) , or whether to preserve katerina's message . 	0
stan lee discusses the origins of the industry ; neil gaiman and john byrne speak on superheroes as modern mythology ; frank miller and bill sienkewicz discuss the relationship of politics and comics ; peter david tells the story of the meanest thing he has ever done to a fan ; and much more . 	0
a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years . 	1
you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid . 	1
anthony is a successful computer engineer in silicon valley where he seems to have the perfect life : a beautiful home secluded in the hills , stock options worth millions , and a lovely wife , victoria . 	0
'the ch�teau is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . '	1
a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime . 	1
a young professional discovers the difficulty of leaving the corporate nest . 	0
[nesbitt's is] one of those performances that simply 'is . '	1
parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone . . . that ultimately dulls the human tragedy at the story's core . 	1
one sunday , while all the town , including his wife and son , are piously praying mass , a miracle occurs . 	0
"3 years after retiring from the fbi because of a near-fatal encounter with hannibal lecter , who was helping him catch the "" chesapeake ripper "" , only to reveal it was hannibal himself , will graham is asked by his ex-partner jack crawford to come solve one last case - 2 slaughtered families every full moon . "	0
an interview with rick rescorla , head of security for morgan stanley dean witter , filmed in his office on the 44th floor of the world trade center in 1998 . 	0
their brother was killed by a drug overdose a few years earlier and the gang is determined to keep drugs off their block . 	0
still , as the camp's highest-ranking american officer , he commands his fellow inmates , keeping a sense of honor alive in a place where honor is easy to destroy , all under the dangerous , ever-watchful eye of ss major wilhelm visser . 	0
desperate ) ones who undergo sexually-charged secret rituals and become the 'the chosen few' . 	0
respons�vel direto pelo fracasso 'art�stico' de doce lar , o roteirista c . jay cox n�o consegue sequer aproveitar os pouqu�ssimos momentos em que escapa da mediocridade . 	1
traffics in the kind of prechewed racial clich�s that have already been through the corporate stand-up-comedy mill . 	1
the hypnotic imagery and fragmentary tale explore the connections between place and personal identity . 	1
a well-made and often lovely depiction of the mysteries of friendship . 	1
over months of improv work in the studio , they transform a haunting holocaust legacy into a disturbing theater piece . 	0
a very bizarre blend of reservoir dogs , fight club , unbreakable and croupier . 	1
casting its gaze on painting masterworks and thousands of jewel-encrusted , elaborately costumed extras , russian ark is like nothing you've ever seen . 	1
"they follow him to las vegas , where he is ostensibly doing "" research "" for the next season , but is actually pursuing a dream to become a dancer in a vegas show . "	0
durval and celia are charmed by the child at first , but soon they see some sad news about celia and kiki on tv that will change the whole situation . 	0
lightly reflective and consistently entertaining , lucky break is an easy-to-take diversion . 	1
where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable . 	1
robert de niro plays a therapist who is an obsessive-compulsive agoraphobic and hasn't left his apartment in six years . 	0
a theme park owned by a man named , mondavarious . 	0
haunted by the memories of war , he seeks a quiet life of farming , solitude and prayer . 	0
despite dire warnings from his uncle , dean is seduced by the book's knowledge . 	0
by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre . 	1
in a letter to winston churchill , king explains their intention to invade france and fight the germans . 	0
this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream . 	1
 . . . there's a choppy , surface-effect feeling to the whole enterprise . 	1
it's a fractured story about a naive , impulsive , but above all else passionate man , one who will do anything for his family , who will stop at nothing to live his dream . 	0
through his addiction to these ardent visions , he becomes more reclusive . 	0
unwilling to disappoint his proud mother , morales wastes no time in looking for a job to pay his way through school . 	0
calvin's barbershop is filled with an eclectic and hilarious cast of characters that share their stories , jokes , trials and tribulations . 	0
harper and serkis are terrific , while caine carries the film with the authority of a man who has been here before . 	1
in this movie , de niro plays mitch preston , a hard-nosed , hardworking police detective . 	0
the teamster's union goes on strike against overnite transportation , a nationwide freight company that has resisted unionization . 	0
a gracefully acted , unsentimental , quite likable little coming-of-age movie . 	1
they will live without thinking in the consequences , getting into a world where they won't be able to escape . 	0
works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . 	1
dr . kanna &#38 ; rupi are childhood lovers and made for each other . 	0
it's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue . 	1
this is the story of nat banks , an 8th generation virginian gentleman farmer living in the past , who loses his family farm , greenwood , to a pair of land speculators from washington , d . c . 	0
during the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot . 	0
on a purely pictorial level , this is one of the best-looking imax movies ever . 	1
an original little film about one young woman's education . 	1
into this mix is thrown jed , jackson's hunky cousin , which leads jackson to seriously contemplate the technicalities of incest . 	0
"the film delivers what it promises : a look at the "" wild ride "" that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans . "	1
however , after an inexplicable letter arrives , any signs of normalcy in his life begin to fade . 	0
they share their drugs and bodies , and beg or steal whatever they have to in order to get by . 	0
a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine . 	1
andy , a charming struggling actor , in his late 20's , an irish james bond that came to hollywood to live 'the life' to its fullest , and carrie , a heart stopping , alluring babe , in her early 20's , who slowly begins to abandon her dream to the lure of the la glamorous life . 	0
the cynicism is colossal , the casting superb : norton may be the only actor alive who could pull off a character like sherman , without making him either an idiot or a parody . 	1
now , all the mutants need to fight together against an enemy in common : general william stryker , who is planning to destroy them all . 	0
older brothers and a brother-in-law are in his way . 	0
a turkish fortune-teller predicts that the girl will convalesce if somebody sacrifices his life for her . 	0
despite all the talking , by the time the bloody climax arrives we still don't feel enough of an attachment to these guys to care one way or another . 	1
a greek film maker ( the narrator ) has his film banned by the military government in his own country . 	0
a series of mysterious and bizarre death threats soon ushers in symptoms of paranoia , unwelcome fame , and eventually a severe case of writer's block . 	0
twists of fate along the way test and strain their relationship even further . 	0
years of guilt and sorrow tumble over each other as vince struggles to retain his sanity and understand who it is he is hoping to find alive . 	0
martyr gets royally screwed and comes back for more . 	1
among the drove is a pair of con men , on a decadent road trip as santa and his elf . 	0
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be . 	1
the whole thing plays like a tired tyco ad . 	1
peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience . 	1
just a string of stale gags , with no good inside dope , and no particular bite . 	1
as it stands it's an opera movie for the buffs . 	1
pero alargando la mano ya no consiguen dinero suficiente y salva decide aprovechar el ambiente general y hacerse pasar por un nuevo mes&#237 ; as . 	0
paco ( debora falabella ) and tonho ( roberto bomtempo ) are illegal brazilian immigrants in new york . 	0
an impressively coordinated enterprise that lasts three hours , manages a large cast , and covers a period of 30-odd years while successfully unfolding as a series of scenes from the life of a single character . 	1
her short visit awakens a romance that cannot go outside the island . 	0
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . 	1
but then the crew detects a break-in on their computer systems , and picard is captured by the romulans because shinzon needs him as his only matching supplier of genetic material . 	0
chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy . 	1
it's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon . 	1
tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy . 	1
the movie revolves around munnabhai ( sanjay dutt ) a dreaded but good-hearted underworld don of mumbai . 	0
the movie provides an intimate glimpse of how sensibilities as compatible as oil and water forced themselves to blend and create a successful work despite their aesthetic differences . 	1
from spiritual rebirth to bruising defeat , vincent's odyssey resonates in a profound way , comparable to the classic films of jean renoir . 	1
"the material couldn't possibly be more engaging , the implications of a "" by marlowe "" verdict positively earth-shattering . "	1
desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats . 	1
easily stands alongside such throat-clutching classics of cinematic political action as z and the battle of algiers . 	1
'christian bale's quinn [is] a leather clad grunge-pirate with a hairdo like gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . '	1
those who score well are recruited into a secret paramilitary academy . 	0
a movie that will surely be profane , politically charged music to the ears of cho's fans . 	1
the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set . 	1
this seventh feature by chicago director covert uses the freedom of access afforded by the digital camera to emphasize the visceral quality of the story . 	0
bears is even worse than i imagined a movie ever could be . 	1
"faced with a $10 million lawsuit , the department agrees to let producer chase renzi film mitch's investigation for a new reality tv show , and constantly tries to make everything more "" viewer friendly "" by changing everything about mitch's life to fit the stereotypical view of police officers--and partners him with trey . "	0
the story takes place in vermont , against the backdrop of the state capitol , where civil union laws are being debated along with gun control and dwi's . 	0
it is not a mass-market entertainment but an uncompromising attempt by one artist to think about another . 	1
a superfluous sequel . . . plagued by that old familiar feeling of 'let's get this thing over with' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find . 	1
this mistaken-identity picture is so film-culture referential that the final product is a ghost . 	1
elizabethean playwright christopher marlowe runs afoul of the queen as well as a jealous male admirer who ultimately hands marlowe's unpublished work to william shakespeare , an unsuccessful scribe who then pilfers marlowe's writings . 	0
and with the birth of tiz's son , it becomes unavoidably evident that tiz's fate and his hopes for success involve far more than just his own happiness . 	0
a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions . 	1
well as a hero in the guise of prince charmont , whom ella falls in love with . 	0
but her stepmother bitch was to ruin it all . 	0
no , it's not as single-minded as john carpenter's original , but it's sure a lot smarter and more unnerving than the sequels . 	1
sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress . 	1
the attempt is courageous , even if the result is wildly uneven . 	1
led by the brilliant and sadistic chester lamb , the invaders are surprised to discover sam and the kids from the detention room are still inside the school . 	0
ultimately she discovers that what appears on the surface to be true quite often is not . 	0
to worsen things , during the holidays aksel gets teamed up with the two girls , fatima and annika , to perform a song to the local youth club's song contest , melodi grand prix . 	0
the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen . 	1
a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending . 	1
awash with melancholy and disillusionment , it's a tall task to love hong kong . 	0
it was filmed above and below water over a two-year period . 	0
but events spiral out of control , and before the summer ends she will experience frustrated desire , first love , and a broken heart . 	0
an entertaining and topical adventure drama which responds to our society's fascination with doomsday cults , survivalist sects and their messianic leaders . 	0
young juan antonio has been challenged to defend the honor of the beautiful yet devilish carmen , by se&#241 ; or maximiliano , a decorated military officer who has just returned from the spanish-american war . 	0
deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises	1
this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border . 	1
a love story played out against a backdrop of political and religious upheaval . 	0
lillard and cardellini earn their scooby snacks , but not anyone else . 	1
a steadfast critic of united states foreign policy for decades , in the aftermath of the terrorist attacks of september 11th , his profile took a quantum leap as he provided much-needed analysis and historical perspective to concerned citizens throughout the world . 	0
turns out to be much more complex than the originally released gem . 	1
both of them create the most important cofee plantation in cuba with a very special philosophy of the slave work and comunity . 	0
chao was chen kaige's assistant for years in china . he has not learnt that storytelling is what the movies are about . 	1
tony stilano and trev spackneys both own , live over and work in adjoining take-away fish shops in melbourne . 	0
the chase is on - the russians , whose dna code it is that mattie has in her backpack , and a group of terrorists compete to get the code from the person they all assume has it , gerry . 	0
the colorful cast of characters includes the addlepated cafe owner , freddy , picasso's sexy young femme dujour , his pompous art dealer , and a mysterious visitor from the future . 	0
a real audience-pleaser that will strike a chord with anyone who's ever waited in a doctor's office , emergency room , hospital bed or insurance company office . 	1
thirty years ago , it would have been groundbreaking . now it's just tired . 	1
what saves it . . . and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice . 	1
what was to be a modest profile turns into a intimate four and half year chronicle of stevie , his broken family , the criminal justice system and the filmmaker himself , as they all struggle with what stevie has done and who he has become . 	0
seeking a microscopic camera that could be incorporated into his artificial eye so he could secretly film whatever he sees , the filmmaker explores the futuristic technology that could make this possible , while revisiting chapters of his own past . 	0
a long slog for anyone but the most committed pokemon fan . 	1
they carry out a sentence pronounced by rule of law . 	0
after gruelling training sessions , the three succeed in robbing the bank , but things go haywire . 	0
this is a film version of the play they wrote based on more than 200 interviews they conducted in laramie . 	0
having sought and found refuge within this ancient religious society , sheldon finds himself captivated by this unusual and powerful world and the three old men who run it . 	0
it is a story about love , passion , addiction , brillance and the ignorance of greed . 	0
there is a difference between movies with the courage to go over the top and movies that don't care about being stupid	1
beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of prejudice . 	1
saigon , 1952 , a beautiful , exotic , and mysterious city caught in the grips of the vietnamese war of liberation from the french colonial powers . 	0
she , among others excentricities , talks to a small rock , gertrude , like if she was alive . 	0
she and her daughter flee to find sylvie's first love in the countryside . 	0
no ill effects are immediately apparent to lena's relatives in their spacious house on the prosperous side of town . 	0
werner , a sniper and ex-legionnaire , presently a mercenary , who has seen it all , from angola to sarajevo . 	0
there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . 	1
�passable enough for a shoot-out in the o . k . court house of life type of flick . strictly middle of the road . 	1
all the actors are good in pauline & paulette but van der groen , described as 'belgium's national treasure , ' is especially terrific as pauline . 	1
beautiful , sophisticated women are all over oscar grubman . 	0
douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically . 	1
en este ambiente de violencia y pesimismo , salva y &#193 ; ngel , dos p&#237 ; caros de barrio , se ganan la vida mendigando en el metro para sus patatas bravas y sus verm&#250 ; s de grifo . 	0
its maker , steven spielberg , hasn't had so much fun in two decades , since he was schlepping indiana jones around the globe in search of a giant misplaced ashtray . 	1
when miami dentist ted brooks ( cuba gooding , jr . ) learns that his birth mother has passed away and that he was named in her will , he travels to alaska to claim his inheritance . 	0
ray misses a chance to see his brother paul before he dies of cancer . 	0
a waste of fearless purity in the acting craft . 	1
the plot grows thin soon , and you find yourself praying for a quick resolution . 	1
a team of rescue workers has been laboring all night to save people caught in a massive flash flood in the desert . 	0
a very slow , uneventful ride around a pretty tattered old carousel . 	1
then one night she surprises her husband frank ( dennis quaid ) having sex with another man , and her tidy world starts spinning out of control . 	0
can be classified as one of those 'alternate reality' movies . . . except that it would have worked so much better dealing in only one reality . 	1
kitchen scenes playing as obvious and light-hearted metaphors for states of mind and relationships , mostly martha leaves a few elements hanging that it probably should have tidied . 	1
van wilder is a guy who has been at his college for seven years . 	0
by turns whimsical and absurdist , babek payami's secret ballot is a slight but likable iranian film with the flavor of a shaggy-dog story conceived by samuel beckett and directed by jim jarmusch . 	1
kat and shaun are both bandleaders struggling to make a name for themselves in the contemporary music industry . 	0
liman , of swingers and go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase . 	1
jonah is sunday school lite . but it's told with a comic edge usually associated with the devilish act of laughter . 	1
prosit has made a lot of enemy&#180 ; s . 	0
part contemporary investigation and part historical inquiry , documentary follows the quest of one journalist in search of justice . 	0
a powerful , compelling and intelligent if imperfect work . . . a film of enormous ambition which realizes its aims more often than not . 	1
that the e-graveyard holds as many good ideas as bad is the cold comfort that chin's film serves up with style and empathy . 	1
learn about competitions such as k- ! , the world's most popular martial arts competition . 	0
zero , who , like many hong kong youngsters , has a handful of unsteady jobs . 	0
a sobering and powerful documentary about the most severe kind of personal loss : rejection by one's mother . 	1
these efforts lead inez to concoct a desperate scheme involving murder , betrayal , and escape . 	0
"we open on the main character alex , a chef , put out by her effort for the shower and struggling with her desire to make things "" picture-perfect . "" "	0
after another drunken night they are soon parted from all their accumulated cash . 	0
the backyard follows several backyard wrestlers in different countries as they pursue their dream to become professional wrestlers . 	0
his shiftlessness and his drinking have begun to jeopardize his relationship with his sultry girlfriend , tracy , with whom steve is secretly infatuated . 	0
certainly not a good movie , but it wasn't horrible either . 	1
kids surely will like it . and for adults , it's perfectly watchable in a rugrats-y sort of way . 	1
uma thurman stars in quentin tarantino's fourth film venture , kill bill . 	0
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks . 	1
brutally honest and told with humor and poignancy , which makes its message resonate . 	1
anthony hopkins ? big deal ! we've already seen the prequel to the silence of the lambs and hannibal -- and it was better the first time . 	1
dealing with the aftermath of the 'accident' brings out the best and the worst in them . 	0
a plan to start a parisian salon with a distinctively democratic air brings conflict with her new surroundings and an unusual ally in a country girl raised by pigs . 	0
throughout nearly a decade she experiences forbidden love , religion , near-death experiences , drugs , starvation , and how it feels to be loved . 	0
at night he is daredevil , a masked vigilante stalking the dark streets of the city , a relentless avenger of justice . 	0
the special effects and cgi , uneven in sorcerer's stone , are all spit-shine and shoe-polish in chamber of secrets . there isn't one hair out of place . 	1
paralyzed by the discovery he is only capable of leaving with a stupid excuse , trying to hide from ana the anguish that barely lets him breath . 	0
a straight-shooting family film which awards animals the respect they've rarely been given . 	1
an l . a . artist ( mark ruffalo ) with everything seemingly going for him suddenly finds a change in his life when an art curator cancels his upcoming one-man show . 	0
the people want to lynch him and blueberry can only just prevent that . 	0
he picks up solitary women , uses them briefly for a job , then kills them . 	0
during quinn's surveillance of tasha , planning for the perfect moment to make his kill , he becomes infatuated with her beauty and pure innocence . 	0
avary's film never quite emerges from the shadow of ellis' book . 	1
an unsophisticated sci-fi drama that takes itself all too seriously . 	1
'arroz con mango' is a spanish phrase which means 'what a mess ! ' 	0
lucy is a theater student at the city university . 	0
spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units . 	1
for ten years , tobias has worked in a clock factory and in the relentless sound of ticking , he sees life go by without much expectation . 	0
enigma looks great , has solid acting and a neat premise . yet why it fails is a riddle wrapped in a mystery inside an enigma . 	1
